,source,target,y2030,y2040,y2050,polygon,technology,scenario
0,coal,buildings,0.0008039777777777779,0.0005688666666666668,0.0,BEC8,coal-boiler-existing_BEC8,wy_2009
1,methane,buildings,0.18142804372525254,0.1565259592676767,0.0,NLC4,gas-boiler-existing_NLC4,wy_2009
2,methane,buildings,0.0,0.0,0.021705642040999996,NLC9,gas-boiler_NLC9,wy_2009
3,hydrocarbons,buildings,0.006259577777777778,0.004429544444444444,0.0,NLC3,oil-boiler-existing_NLC3,wy_2009
4,hydrocarbons,electricity,0.5554394521839647,0.5554394521839647,0.5554394521839647,NLC6,oil-eng_NLC6,wy_2009
5,methane,buildings,0.0,0.0,0.11708156771199998,NLC3,gas-boiler_NLC3,wy_2009
6,methane,buildings,0.0,0.0,0.071355228313,NLC6,gas-boiler_NLC6,wy_2009
7,methane,buildings,0.016702192551515154,0.015252377515151521,0.0,BEC4,gas-boiler-existing_BEC4,wy_2009
8,methane,buildings,0.03441207522828283,0.03161114991111111,0.0,BEC8,gas-boiler-existing_BEC8,wy_2009
9,hydrocarbons,buildings,0.027277744444444446,0.019303005555555558,0.0,BEC8,oil-boiler-existing_BEC8,wy_2009
10,coal,buildings,0.0008819222222222222,0.0006240666666666667,0.0,BEC3,coal-boiler-existing_BEC3,wy_2009
11,coal,buildings,0.0007326777777777778,0.0005185222222222223,0.0,BEC5,coal-boiler-existing_BEC5,wy_2009
12,methane,buildings,0.01879287496464646,0.01734366011212121,0.0,BEC7,gas-boiler-existing_BEC7,wy_2009
13,hydrocarbons,electricity,0.0,0.022218019714283433,0.022218019714283433,NLC5,oil-eng_NLC5,wy_2009
14,hydrocarbons,buildings,0.007894366666666666,0.00558644444444445,0.0,NLC4,oil-boiler-existing_NLC4,wy_2009
15,hydrocarbons,buildings,0.013241866666666666,0.009370583333333333,0.0,BEC4,oil-boiler-existing_BEC4,wy_2009
16,methane,buildings,0.058477545697979784,0.04983666034141414,0.0,NLC2,gas-boiler-existing_NLC2,wy_2009
17,hydrocarbons,buildings,0.06965038888888889,0.04928772222222222,0.0,BEC2,oil-boiler-existing_BEC2,wy_2009
18,methane,buildings,0.15382375963838382,0.13159845172525253,0.0,NLC3,gas-boiler-existing_NLC3,wy_2009
19,coal,buildings,0.0007288444444444447,0.0005157111111111106,0.0,BEC1,coal-boiler-existing_BEC1,wy_2009
20,hydrocarbons,buildings,0.0011364555555555555,0.0008042333333333334,0.0,NLC9,oil-boiler-existing_NLC9,wy_2009
21,hydrocarbons,buildings,0.0023048555555555557,0.0016309555555555555,0.0,NLC2,oil-boiler-existing_NLC2,wy_2009
22,methane,buildings,0.09373894568989898,0.08191419786363636,0.0,NLC5,gas-boiler-existing_NLC5,wy_2009
23,hydrocarbons,buildings,0.025030133333333336,0.01771242777777778,0.0,BEC5,oil-boiler-existing_BEC5,wy_2009
24,hydrocarbons,electricity,0.0012222857142857144,0.0006111428571428572,0.0,BEC8,oil-eng-existing_BEC8,wy_2009
25,methane,buildings,0.0,0.0,0.043040511616,BEC3,gas-boiler_BEC3,wy_2009
26,methane,buildings,0.03775366619191919,0.03467976346969696,0.0,BEC3,gas-boiler-existing_BEC3,wy_2009
27,methane,buildings,0.0,0.0,0.035969960727999996,BEC5,gas-boiler_BEC5,wy_2009
28,hydrocarbons,electricity,0.0012222857142857144,0.0012222857142857144,0.0,BEC7,oil-eng-existing_BEC7,wy_2009
29,methane,buildings,0.0,0.0,0.030775772816999995,NLC1,gas-boiler_NLC1,wy_2009
30,methane,buildings,0.092582471189899,0.07968912682222222,0.0,NLC6,gas-boiler-existing_NLC6,wy_2009
31,methane,buildings,0.0,0.0,0.098558207833,BEC2,gas-boiler_BEC2,wy_2009
32,methane,buildings,0.0,0.0,0.038160019026,BEC1,gas-boiler_BEC1,wy_2009
33,hydrocarbons,electricity,0.1528893512097693,0.1528893512097693,0.1528893512097693,BEC6,oil-eng_BEC6,wy_2009
34,methane,buildings,0.033764993367676764,0.03069303463333335,0.0,BEC1,gas-boiler-existing_BEC1,wy_2009
35,methane,buildings,0.0878188290707071,0.07915874340707071,0.0,BEC2,gas-boiler-existing_BEC2,wy_2009
36,methane,buildings,0.015781836376767677,0.013417883087878788,0.0,NLC7,gas-boiler-existing_NLC7,wy_2009
37,hydrocarbons,electricity,0.11634017606397229,0.11634017606397229,0.13510317411774594,BEC8,oil-eng_BEC8,wy_2009
38,methane,buildings,0.10928253789090908,0.09345053521515154,0.0,NLC8,gas-boiler-existing_NLC8,wy_2009
39,hydrocarbons,electricity,0.0012222857142857144,0.0012222857142857144,0.0,BEC4,oil-eng-existing_BEC4,wy_2009
40,methane,buildings,0.0,0.0,0.039231815806,BEC8,gas-boiler_BEC8,wy_2009
41,methane,buildings,0.0,0.0,0.01185861117,NLC7,gas-boiler_NLC7,wy_2009
42,hydrocarbons,buildings,0.02992683333333333,0.021177505555555556,0.0,BEC3,oil-boiler-existing_BEC3,wy_2009
43,hydrocarbons,buildings,0.003955999999999999,0.0027994833333333338,0.0,NLC6,oil-boiler-existing_NLC6,wy_2009
44,hydrocarbons,electricity,0.022011572709234397,0.022011572709234397,0.022011572709234397,NLC4,oil-eng_NLC4,wy_2009
45,hydrocarbons,electricity,0.0012222857142857144,0.0012222857142857144,0.0,BEC6,oil-eng-existing_BEC6,wy_2009
46,hydro,electricity,0.00041887599999999994,0.00041887599999999994,0.00041887599999999994,BEC6,RoR_BEC6,wy_2009
47,hydrocarbons,buildings,0.0006095,0.0004313777777777778,0.0,NLC7,oil-boiler-existing_NLC7,wy_2009
48,hydrocarbons,electricity,0.0021685714285714286,0.0010842857142857143,0.0,BEC5,oil-eng-existing_BEC5,wy_2009
49,methane,buildings,0.0,0.0,0.021507894871999996,BEC7,gas-boiler_BEC7,wy_2009
50,methane,buildings,0.0360539493020202,0.03319877820606062,0.0,BEC6,gas-boiler-existing_BEC6,wy_2009
51,hydrocarbons,buildings,0.004430566666666667,0.003135283333333333,0.0,NLC8,oil-boiler-existing_NLC8,wy_2009
52,methane,buildings,0.0,0.0,0.074501927267,NLC5,gas-boiler_NLC5,wy_2009
53,hydrocarbons,electricity,0.042946881016948484,0.042946881016948484,0.042946881016948484,NLC9,oil-eng_NLC9,wy_2009
54,methane,buildings,0.03157543042323232,0.028978225189898996,0.0,BEC5,gas-boiler-existing_BEC5,wy_2009
55,coal,buildings,0.0008571333333333332,0.0006065611111111111,0.0,BEC6,coal-boiler-existing_BEC6,wy_2009
56,hydrocarbons,buildings,0.004485,0.0031737444444444444,0.0,NLC5,oil-boiler-existing_NLC5,wy_2009
57,hydrocarbons,buildings,0.028577244444444445,0.020222494444444444,0.0,BEC6,oil-boiler-existing_BEC6,wy_2009
58,hydrocarbons,buildings,0.026773022222222227,0.01894573888888889,0.0,BEC1,oil-boiler-existing_BEC1,wy_2009
59,methane,buildings,0.04071986918383839,0.03471767992222222,0.0,NLC1,gas-boiler-existing_NLC1,wy_2009
60,methane,buildings,0.0,0.0,0.04415792337599999,NLC2,gas-boiler_NLC2,wy_2009
61,methane,buildings,0.0,0.0,0.041185633192000005,BEC6,gas-boiler_BEC6,wy_2009
62,hydrocarbons,buildings,0.0016107666666666668,0.0011397777777777778,0.0,NLC1,oil-boiler-existing_NLC1,wy_2009
63,methane,buildings,0.0,0.0,0.140498198199,NLC4,gas-boiler_NLC4,wy_2009
64,hydrocarbons,buildings,0.014894544444444447,0.010540005555555558,0.0,BEC7,oil-boiler-existing_BEC7,wy_2009
65,methane,buildings,0.028714817596969696,0.02448390445151515,0.0,NLC9,gas-boiler-existing_NLC9,wy_2009
66,coal,buildings,0.0017710000000000002,0.0012532444444444415,0.0,BEC2,coal-boiler-existing_BEC2,wy_2009
67,methane,buildings,0.0,0.0,0.018948409309,BEC4,gas-boiler_BEC4,wy_2009
68,methane,buildings,0.0,0.0,0.083102190422,NLC8,gas-boiler_NLC8,wy_2009
69,hydrocarbons,industry,0.0013775251945970376,0.0013775251945970376,0.0013775251945970376,BEC2,food-beverages-tobacco-production-reference_BEC2,wy_2009
70,methane,industry,0.0005230101497051194,0.0005230101497051194,0.0005230101497051194,BEC5,(NG)PE_BEC5,wy_2009
71,electricity,industry,0.0006773039963208882,0.0006773039963208882,0.0006773039963208882,BEC6,wood-and-wood-products_production-reference_BEC6,wy_2009
72,electricity,,0.0011722332342266786,0.0011722332342266786,0.0011722332342266786,NLC9,other-chemicals-production-reference_NLC9,wy_2009
73,electricity,industry,0.0011254589093685006,0.0011254589093685006,0.0011254589093685006,BEC5,food-beverages-tobacco-production-reference_BEC5,wy_2009
74,electricity,,0.0006571012525657691,0.0006571012525657691,0.0006571012525657691,NLC2,other-industrial-sectors_production-reference_NLC2,wy_2009
75,electricity,industry,0.0014050518402854205,0.0014050518402854205,0.0014050518402854205,NLC8,machinery-equipment-production-reference_NLC8,wy_2009
76,methane,industry,0.0011513272116011842,0.0011513272116011842,0.0011513272116011842,BEC3,Diaphragm_BEC3,wy_2009
77,biomass,industry,0.001342949077071411,0.001342949077071411,0.0002457711202415353,BEC7,EU-mix-2018_BEC7,wy_2009
78,electricity,,0.001549035565751679,0.001549035565751679,0.001549035565751679,BEC5,other-industrial-sectors_production-reference_BEC5,wy_2009
79,methane,industry,0.000869882791629926,0.000869882791629926,0.000869882791629926,NLC6,machinery-equipment-production-reference_NLC6,wy_2009
80,electricity,,0.002065175365206697,0.002065175365206697,0.002065175365206697,NLC8,other-industrial-sectors_production-reference_NLC8,wy_2009
81,biomass,industry,0.0026170963885986816,0.0026170963885986816,0.0026170963885986816,NLC3,paper-production-reference_NLC3,wy_2009
82,electricity,industry,0.0005900925049176463,0.0005900925049176463,0.0005900925049176463,BEC5,printing-and-media-production-reference_BEC5,wy_2009
83,methane,industry,0.0011304062909567496,0.0011304062909567496,0.0011304062909567496,NLC4,(NG)_gco_NLC4,wy_2009
84,electricity,industry,0.0021006942855064967,0.0021006942855064967,0.0021006942855064967,NLC3,food-beverages-tobacco-production-reference_NLC3,wy_2009
85,electricity,,0.0014032900392077657,0.0014032900392077657,0.0014032900392077657,BEC5,ceramics-and-other-non-metalic-minerals-production-reference_BEC5,wy_2009
86,methane,industry,0.00363859173280749,0.00363859173280749,0.00363859173280749,BEC8,food-beverages-tobacco-production-reference_BEC8,wy_2009
87,electricity,,0.001935096014710866,0.001935096014710866,0.001935096014710866,NLC7,other-chemicals-production-reference_NLC7,wy_2009
88,methane,industry,0.000696687304679318,0.000696687304679318,0.000696687304679318,BEC7,(NG)_gco_BEC7,wy_2009
89,hydrocarbons,,0.0015223696682276837,0.0015223696682276837,0.0015223696682276837,NLC1,other-industrial-sectors_production-reference_NLC1,wy_2009
90,electricity,industry,0.0010226161779241037,0.0010226161779241037,0.0010226161779241037,BEC3,pharmaceuticals-production-reference_BEC3,wy_2009
91,hydrocarbons,,0.0014181547094741062,0.0014181547094741062,0.0014181547094741062,BEC1,other-industrial-sectors_production-reference_BEC1,wy_2009
92,methane,industry,0.0048126384764858796,0.0048126384764858796,0.0048126384764858796,BEC7,food-beverages-tobacco-production-reference_BEC7,wy_2009
93,methane,industry,0.002524587284861257,0.002524587284861257,0.002524587284861257,BEC3,(NG)PEA_BEC3,wy_2009
94,electricity,,0.0028161482252818675,0.0028161482252818675,0.0028161482252818675,NLC6,other-industrial-sectors_production-reference_NLC6,wy_2009
95,hydrocarbons,,0.0006156642009274856,0.0006156642009274856,0.0006156642009274856,NLC9,other-chemicals-production-reference_NLC9,wy_2009
96,methane,industry,0.03574497537122928,0.03574497537122928,0.03574497537122928,NLC7,(NG)NH3_NLC7,wy_2009
97,hydrocarbons,industry,0.0004241346887479883,0.0004241346887479883,0.0004241346887479883,BEC1,other-non-ferrous-metals-production-reference_BEC1,wy_2009
98,electricity,industry,0.006497815446273117,0.006497815446273117,0.006497815446273117,BEC1,Diaphragm_BEC1,wy_2009
99,methane,,0.0011632051448387326,0.0011632051448387326,0.0011632051448387326,BEC1,ceramics-and-other-non-metalic-minerals-production-reference_BEC1,wy_2009
100,biomass,industry,0.0005631859524445235,0.0005631859524445235,0.0005631859524445235,NLC6,food-beverages-tobacco-production-reference_NLC6,wy_2009
101,electricity,industry,0.0028894386309209342,0.0028894386309209342,0.0028894386309209342,NLC8,food-beverages-tobacco-production-reference_NLC8,wy_2009
102,methane,industry,0.0023349732715285,0.0023349732715285,0.0023349732715285,NLC2,food-beverages-tobacco-production-reference_NLC2,wy_2009
103,coal,industry,0.000524182275649986,0.000524182275649986,0.0,NLC6,EU-mix-2018_NLC6,wy_2009
104,electricity,industry,0.0007467340154160184,0.0007467340154160184,0.0007467340154160184,NLC7,(NG)PE_NLC7,wy_2009
105,hydrocarbons,industry,0.001601277696347032,0.001601277696347032,0.001601277696347032,NLC5,(LN)O_NLC5,wy_2009
106,methane,industry,0.004865028203062047,0.004865028203062047,0.004865028203062047,NLC1,(NG)PEA_NLC1,wy_2009
107,biomass,industry,0.0016282543520262528,0.0016282543520262528,0.0016282543520262528,BEC2,paper-production-reference_BEC2,wy_2009
108,methane,,0.0023380439952072115,0.0023380439952072115,0.0023380439952072115,BEC5,ceramics-and-other-non-metalic-minerals-production-reference_BEC5,wy_2009
109,electricity,,0.0011264592901127448,0.0011264592901127448,0.0011264592901127448,NLC9,other-industrial-sectors_production-reference_NLC9,wy_2009
110,electricity,industry,0.001021271220805247,0.001021271220805247,0.001021271220805247,NLC8,paper-production-reference_NLC8,wy_2009
111,hydrocarbons,industry,0.0012660632646974055,0.0012660632646974055,0.0012660632646974055,NLC1,food-beverages-tobacco-production-reference_NLC1,wy_2009
112,electricity,,0.0006981537544432539,0.0006981537544432539,0.0006981537544432539,BEC1,ceramics-and-other-non-metalic-minerals-production-reference_BEC1,wy_2009
113,methane,,0.0015313398598754927,0.0015313398598754927,0.0015313398598754927,NLC3,other-industrial-sectors_production-reference_NLC3,wy_2009
114,hydrocarbons,,0.002283554502341529,0.002283554502341529,0.002283554502341529,NLC3,other-industrial-sectors_production-reference_NLC3,wy_2009
115,electricity,industry,0.0016477200090471926,0.0016477200090471926,0.0016477200090471926,BEC5,(NG)PEA_BEC5,wy_2009
116,hydrocarbons,industry,0.0006031298946707972,0.0006031298946707972,0.0006031298946707972,NLC3,food-beverages-tobacco-production-reference_NLC3,wy_2009
117,hydrocarbons,,0.0005328293838796905,0.0005328293838796905,0.0005328293838796905,NLC2,other-industrial-sectors_production-reference_NLC2,wy_2009
118,methane,industry,0.002627325322853639,0.002627325322853639,0.002627325322853639,NLC3,food-beverages-tobacco-production-reference_NLC3,wy_2009
119,methane,industry,0.0008823070057753417,0.0008823070057753417,0.0008823070057753417,BEC8,wood-and-wood-products_production-reference_BEC8,wy_2009
120,methane,industry,0.005515163657224868,0.005515163657224868,0.005515163657224868,NLC1,food-beverages-tobacco-production-reference_NLC1,wy_2009
121,hydrocarbons,industry,0.00043174877658251577,0.00043174877658251577,0.00043174877658251577,NLC4,food-beverages-tobacco-production-reference_NLC4,wy_2009
122,electricity,industry,0.00303743016384636,0.00303743016384636,0.00303743016384636,BEC1,(LN)O_BEC1,wy_2009
123,electricity,industry,0.0005288663051702798,0.0005288663051702798,0.0005288663051702798,NLC9,paper-production-reference_NLC9,wy_2009
124,biomass,industry,0.00033451512974239984,0.00033451512974239984,0.00033451512974239984,NLC5,EU-mix-2018_NLC5,wy_2009
125,methane,industry,0.0008994834954780595,0.0008994834954780595,0.0008994834954780595,BEC1,(NG)PE_BEC1,wy_2009
126,electricity,industry,0.001346510852288186,0.001346510852288186,0.001346510852288186,NLC7,(NG)PEA_NLC7,wy_2009
127,biomass,,0.0005512863466222928,0.0005512863466222928,0.0005512863466222928,BEC7,ceramics-and-other-non-metalic-minerals-production-reference_BEC7,wy_2009
128,electricity,industry,0.0009568197690034918,0.0009568197690034918,0.0009568197690034918,NLC9,(LN)O_NLC9,wy_2009
129,electricity,,0.0006495955598313491,0.0006495955598313491,0.0006495955598313491,BEC7,other-industrial-sectors_production-reference_BEC7,wy_2009
130,methane,industry,0.0006379140471952785,0.0006379140471952785,0.0006379140471952785,NLC8,machinery-equipment-production-reference_NLC8,wy_2009
131,methane,industry,0.0008247820989490713,0.0008247820989490713,0.0008247820989490713,BEC5,pharmaceuticals-production-reference_BEC5,wy_2009
132,coal,industry,0.0005190126969070329,0.0005190126969070329,0.0005190126969070329,BEC1,other-non-ferrous-metals-production-reference_BEC1,wy_2009
133,electricity,industry,0.005198252357018494,0.005198252357018494,0.005198252357018494,BEC5,Diaphragm_BEC5,wy_2009
134,methane,industry,0.00043003902430175284,0.00043003902430175284,0.00043003902430175284,BEC3,(NG)_gco_BEC3,wy_2009
135,electricity,industry,0.0016276725990615362,0.0016276725990615362,0.0016276725990615362,NLC9,(NG)NH3_NLC9,wy_2009
136,methane,industry,0.0036138029870537497,0.0036138029870537497,0.0036138029870537497,NLC8,food-beverages-tobacco-production-reference_NLC8,wy_2009
137,methane,industry,0.001494173885990857,0.001494173885990857,0.001494173885990857,BEC4,paper-production-reference_BEC4,wy_2009
138,electricity,industry,0.0008754062323995802,0.0008754062323995802,0.00016020679717241885,BEC7,EU-mix-2018_BEC7,wy_2009
139,electricity,industry,0.0009676340375097249,0.0009676340375097249,0.0009676340375097249,BEC2,paper-production-reference_BEC2,wy_2009
140,electricity,industry,0.00043987574471580205,0.00043987574471580205,0.00043987574471580205,BEC3,(NG)_gfl_BEC3,wy_2009
141,biomass,industry,0.0007036043229903239,0.0007036043229903239,0.0007036043229903239,BEC5,paper-production-reference_BEC5,wy_2009
142,electricity,industry,0.0007663919128829592,0.0007663919128829592,0.0007663919128829592,NLC9,machinery-equipment-production-reference_NLC9,wy_2009
143,methane,industry,0.0014076044823924262,0.0014076044823924262,0.0014076044823924262,BEC5,food-beverages-tobacco-production-reference_BEC5,wy_2009
144,methane,industry,0.008487283335916031,0.008487283335916031,0.008487283335916031,NLC7,(NG)PEA_NLC7,wy_2009
145,electricity,industry,0.0004470619491817258,0.0004470619491817258,0.0004470619491817258,NLC5,machinery-equipment-production-reference_NLC5,wy_2009
146,electricity,industry,0.00038940763316777476,0.00038940763316777476,0.00038940763316777476,NLC3,transport-equipment-production-reference_NLC3,wy_2009
147,methane,industry,0.0011291728466782305,0.0011291728466782305,0.0011291728466782305,NLC1,paper-production-reference_NLC1,wy_2009
148,electricity,industry,0.003847974994882571,0.003847974994882571,0.003847974994882571,BEC7,food-beverages-tobacco-production-reference_BEC7,wy_2009
149,coal,,0.00046381392439710323,0.00046381392439710323,0.00046381392439710323,BEC7,ceramics-and-other-non-metalic-minerals-production-reference_BEC7,wy_2009
150,methane,,0.000982965413195476,0.000982965413195476,0.000982965413195476,BEC7,ceramics-and-other-non-metalic-minerals-production-reference_BEC7,wy_2009
151,electricity,industry,0.000520157284082834,0.000520157284082834,0.000520157284082834,BEC1,transport-equipment-production-reference_BEC1,wy_2009
152,methane,,0.0005104466199584961,0.0005104466199584961,0.0005104466199584961,NLC7,other-industrial-sectors_production-reference_NLC7,wy_2009
153,electricity,industry,0.0016880264678095177,0.0016880264678095177,0.0016880264678095177,BEC6,pulp-production-reference_BEC6,wy_2009
154,methane,industry,0.00034795311665197114,0.00034795311665197114,0.00034795311665197114,NLC9,machinery-equipment-production-reference_NLC9,wy_2009
155,hydrocarbons,,0.0022835545023415305,0.0022835545023415305,0.0022835545023415305,NLC6,other-industrial-sectors_production-reference_NLC6,wy_2009
156,biomass,industry,0.00035872553067080835,0.00035872553067080835,0.0003587255306708083,NLC8,food-beverages-tobacco-production-reference_NLC8,wy_2009
157,hydrocarbons,,0.00043591335539999623,0.00043591335539999623,0.00043591335539999623,BEC7,ceramics-and-other-non-metalic-minerals-production-reference_BEC7,wy_2009
158,coal,industry,0.0003747775656341205,0.0003747775656341205,0.0003747775656341205,BEC3,Scraps_EAF_BEC3,wy_2009
159,hydrocarbons,,0.0005267431778046671,0.0005267431778046671,0.0005267431778046671,BEC7,other-industrial-sectors_production-reference_BEC7,wy_2009
160,hydrocarbons,industry,0.054219786910197874,0.054219786910197874,0.054219786910197874,NLC9,(LN)O_NLC9,wy_2009
161,hydrocarbons,industry,0.0005245234972725649,0.0005245234972725649,0.0005245234972725649,BEC4,food-beverages-tobacco-production-reference_BEC4,wy_2009
162,electricity,industry,0.0004607107373305103,0.0004607107373305103,0.0004607107373305103,BEC5,transport-equipment-production-reference_BEC5,wy_2009
163,hydrocarbons,,0.0008373033175252269,0.0008373033175252269,0.0008373033175252269,NLC4,other-industrial-sectors_production-reference_NLC4,wy_2009
164,hydrocarbons,industry,0.001601277696347032,0.001601277696347032,0.001601277696347032,NLC4,(LN)O_NLC4,wy_2009
165,electricity,industry,0.0026119746099805053,0.0026119746099805053,0.0026119746099805053,NLC7,(NG)NH3_NLC7,wy_2009
166,methane,industry,0.0007848523726412498,0.0007848523726412498,0.0007848523726412498,BEC6,(NG)_gfi_BEC6,wy_2009
167,electricity,,0.0005538492215908785,0.0005538492215908785,0.0005538492215908785,BEC6,other-industrial-sectors_production-reference_BEC6,wy_2009
168,electricity,industry,0.009434828027988566,0.009434828027988566,0.009434828027988566,NLC6,Diaphragm_NLC6,wy_2009
169,electricity,industry,0.0010347645500605606,0.0010347645500605606,0.0010347645500605606,BEC5,Scraps_EAF_BEC5,wy_2009
170,biomass,industry,0.0009845066780152412,0.0009845066780152412,0.0009845066780152412,NLC1,paper-production-reference_NLC1,wy_2009
171,electricity,,0.001750759562737521,0.001750759562737521,0.001750759562737521,NLC6,other-chemicals-production-reference_NLC6,wy_2009
172,biomass,industry,0.0008899323810990865,0.0008899323810990865,0.0008899323810990865,NLC9,paper-production-reference_NLC9,wy_2009
173,electricity,industry,0.0006165558071911663,0.0006165558071911663,0.0006165558071911663,BEC8,machinery-equipment-production-reference_BEC8,wy_2009
174,methane,industry,0.0004952127405701999,0.0004952127405701999,0.0004952127405701999,NLC5,paper-production-reference_NLC5,wy_2009
175,coal,industry,0.0034862718228438638,0.0034862718228438638,0.0006380174393770214,BEC7,EU-mix-2018_BEC7,wy_2009
176,methane,industry,0.010385855079650405,0.010385855079650405,0.010385855079650405,BEC5,(NG)PEA_BEC5,wy_2009
177,electricity,,0.0006220951195963993,0.0006220951195963993,0.0006220951195963993,NLC3,ceramics-and-other-non-metalic-minerals-production-reference_NLC3,wy_2009
178,methane,industry,0.003453834603818905,0.003453834603818905,0.003453834603818905,BEC6,food-beverages-tobacco-production-reference_BEC6,wy_2009
179,electricity,industry,0.0004005267695293164,0.0004005267695293164,0.0004005267695293164,BEC3,(NG)PEA_BEC3,wy_2009
